tracknum,asymmetry,moment,motion,mssSlope,normDiffCoeff,genDiffCoeff,scalingPower
123,0.0,2.0,nan,0.4058758627162441,0.8955616978653568,1.13765801922,0.750103023434
124,1.0,nan,nan,nan,nan,nan,nan
125,0.0,nan,nan,nan,nan,nan,nan
126,0.0,nan,nan,nan,nan,nan,nan
127,0.0,2.0,nan,0.20407594789760566,0.6787426364488529,1.12236990724,0.474718994959
128,0.0,nan,nan,nan,nan,nan,nan
129,0.0,2.0,nan,0.439826697648,1.01377781483,1.00132274244,0.977924951423
129,1.0,nan,nan,nan,nan,nan,nan
129,1.0,2.0,2.0,0.472493007826,0.722230030101,0.671679303157,1.0757836192
130,0.0,nan,nan,nan,nan,nan,nan
130,0.0,nan,nan,nan,nan,nan,nan
131,0.0,2.0,nan,0.422227087541285,0.8019491363395489,0.832549415438,0.949945005833
132,0.0,nan,nan,nan,nan,nan,nan
133,0.0,2.0,nan,0.3934215236577428,1.0206554481828234,1.11848765611,0.904404588545
134,1.0,nan,nan,nan,nan,nan,nan
135,0.0,2.0,nan,0.44381321714623095,0.8145172270874472,0.841441519364,0.931476892129
136,0.0,nan,nan,nan,nan,nan,nan
137,1.0,nan,nan,nan,nan,nan,nan
137,0.0,nan,nan,nan,nan,nan,nan
138,0.0,nan,nan,nan,nan,nan,nan
139,0.0,nan,nan,nan,nan,nan,nan
139,0.0,2.0,nan,0.414149169668,0.854772760548,0.8916313473,0.984058779394
140,0.0,nan,nan,nan,nan,nan,nan
141,0.0,nan,nan,nan,nan,nan,nan
142,0.0,nan,nan,nan,nan,nan,nan
143,0.0,nan,nan,nan,nan,nan,nan
144,0.0,2.0,nan,0.46322484800960084,1.7429465474927575,1.5021317012,1.15529203361
145,0.0,1.0,nan,0.2622592244912089,0.5981993256407061,0.814752795927,0.603979186036
146,0.0,nan,nan,nan,nan,nan,nan
147,0.0,nan,nan,nan,nan,nan,nan
148,0.0,nan,nan,nan,nan,nan,nan
149,0.0,2.0,nan,0.2139725118005301,0.4640554958572671,0.580485199636,0.766203088448
150,0.0,nan,nan,nan,nan,nan,nan
151,1.0,nan,nan,nan,nan,nan,nan
152,0.0,2.0,nan,0.4448429034544235,0.22399104615593632,0.237390732831,0.933244251116
153,0.0,nan,nan,nan,nan,nan,nan
154,0.0,2.0,nan,0.39047857637005157,0.3556645053617971,0.424743973719,0.856088328218
155,0.0,nan,nan,nan,nan,nan,nan
156,0.0,nan,nan,nan,nan,nan,nan
157,0.0,nan,nan,nan,nan,nan,nan
158,0.0,2.0,nan,0.319381278578,0.428453576842,0.501875940403,0.879860348155
158,0.0,nan,nan,nan,nan,nan,nan
158,1.0,nan,nan,nan,nan,nan,nan
159,0.0,1.0,nan,0.266398159758,0.719336446986,1.08983661623,0.554585431222
159,0.0,nan,nan,nan,nan,nan,nan
160,0.0,nan,nan,nan,nan,nan,nan
161,0.0,2.0,nan,0.2688796990783094,0.7118871434369465,1.00903607127,0.58553860589
162,0.0,nan,nan,nan,nan,nan,nan
163,0.0,1.0,nan,0.05073045457447539,0.6331309065898998,1.255825518,0.24805917516
164,0.0,nan,nan,nan,nan,nan,nan
165,0.0,nan,nan,nan,nan,nan,nan
166,0.0,nan,nan,nan,nan,nan,nan
166,0.0,nan,nan,nan,nan,nan,nan
167,1.0,nan,nan,nan,nan,nan,nan
168,0.0,1.0,nan,0.177980337391,0.612481436376,1.13916945935,0.301592121267
168,0.0,2.0,nan,0.342296450949,1.08336880565,1.4805309234,0.673811129665
169,0.0,2.0,nan,0.34584380305136514,0.29311911691799275,0.554124192494,0.294165171658
170,0.0,nan,nan,nan,nan,nan,nan
170,0.0,2.0,nan,0.618804017277,0.531866009025,0.551461706292,1.00142513948
170,0.0,2.0,nan,0.396224824879,0.699152066222,0.688823757361,0.996647379917
170,0.0,nan,nan,nan,nan,nan,nan
170,1.0,nan,nan,nan,nan,nan,nan
171,0.0,nan,nan,nan,nan,nan,nan
172,0.0,nan,nan,nan,nan,nan,nan
173,0.0,2.0,nan,0.29666058719886546,0.8590157629161851,1.16504054632,0.78020186191
174,0.0,nan,nan,nan,nan,nan,nan
175,0.0,nan,nan,nan,nan,nan,nan
175,0.0,2.0,nan,0.368222491118,1.355046766,1.60897589353,0.807590322455
176,0.0,nan,nan,nan,nan,nan,nan
176,0.0,nan,nan,nan,nan,nan,nan
177,1.0,nan,nan,nan,nan,nan,nan
178,0.0,2.0,nan,0.294219612284,1.00003998406,1.25622614441,0.761804163737
178,0.0,nan,nan,nan,nan,nan,nan
179,0.0,nan,nan,nan,nan,nan,nan
